Index,g,spring_constant,moment_of_inertia,cup_mass,ball_mass,axle_distance,bungee_length_no_load,height_offset,pin_elevation,bungee_position,cup_elevation,firing_angle,release_angle,delta_g,delta_spring_constant,delta_moment_of_inertia,delta_cup_mass,delta_ball_mass,delta_axle_distance,delta_bungee_length_no_load,delta_height_offset,delta_pin_elevation,delta_bungee_position,delta_cup_elevation,delta_firing_angle,delta_release_angle,lateral_deviation_angle
751,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,-1.708,-0.000186757,0.00135,0.0000534,0.00474,0,0,-0.00434,0.0037,0.00975,2.88,0,-3.6
752,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,0,0.000186757,-0.00027,-0.0000267,0.00632,0.00365,0,0,0.00555,0.00325,-5.76,8.625,0.9
753,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0,3.416,6.22523E-05,0.00054,-0.0001068,0.00158,0.0073,0,-0.00434,0.0074,-0.01625,5.76,1.725,2.7
754,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,-1.708,-0.000186757,0.00135,0.0000534,0.00474,0,0,-0.00434,0.0037,0.00975,2.88,0,-3.6
755,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,0,0.000186757,-0.00027,-0.0000267,0.00632,0.00365,0,0,0.00555,0.00325,-5.76,8.625,0.9
756,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0,3.416,6.22523E-05,0.00054,-0.0001068,0.00158,0.0073,0,-0.00434,0.0074,-0.01625,5.76,1.725,2.7
757,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,-1.708,-0.000186757,0.00135,0.0000534,0.00474,0,0,-0.00434,0.0037,0.00975,2.88,0,-3.6
758,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,0,0.000186757,-0.00027,-0.0000267,0.00632,0.00365,0,0,0.00555,0.00325,-5.76,8.625,0.9
759,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0,3.416,6.22523E-05,0.00054,-0.0001068,0.00158,0.0073,0,-0.00434,0.0074,-0.01625,5.76,1.725,2.7
760,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,-1.708,-0.000186757,0.00135,0.0000534,0.00474,0,0,-0.00434,0.0037,0.00975,2.88,0,-3.6
761,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,0,0.000186757,-0.00027,-0.0000267,0.00632,0.00365,0,0,0.00555,0.00325,-5.76,8.625,0.9
762,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0,3.416,6.22523E-05,0.00054,-0.0001068,0.00158,0.0073,0,-0.00434,0.0074,-0.01625,5.76,1.725,2.7
763,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,-1.708,-0.000186757,0.00135,0.0000534,0.00474,0,0,-0.00434,0.0037,0.00975,2.88,0,-3.6
764,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,0,0.000186757,-0.00027,-0.0000267,0.00632,0.00365,0,0,0.00555,0.00325,-5.76,8.625,0.9
765,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0,3.416,6.22523E-05,0.00054,-0.0001068,0.00158,0.0073,0,-0.00434,0.0074,-0.01625,5.76,1.725,2.7
766,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,-1.708,-0.000186757,0.00135,0.0000534,0.00474,0,0,-0.00434,0.0037,0.00975,2.88,0,-3.6
767,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,0,0.000186757,-0.00027,-0.0000267,0.00632,0.00365,0,0,0.00555,0.00325,-5.76,8.625,0.9
768,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0,3.416,6.22523E-05,0.00054,-0.0001068,0.00158,0.0073,0,-0.00434,0.0074,-0.01625,5.76,1.725,2.7
769,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,-1.708,-0.000186757,0.00135,0.0000534,0.00474,0,0,-0.00434,0.0037,0.00975,2.88,0,-3.6
770,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,0,0.000186757,-0.00027,-0.0000267,0.00632,0.00365,0,0,0.00555,0.00325,-5.76,8.625,0.9
771,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0,3.416,6.22523E-05,0.00054,-0.0001068,0.00158,0.0073,0,-0.00434,0.0074,-0.01625,5.76,1.725,2.7
772,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,-1.708,-0.000186757,0.00135,0.0000534,0.00474,0,0,-0.00434,0.0037,0.00975,2.88,0,-3.6
773,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,0,0.000186757,-0.00027,-0.0000267,0.00632,0.00365,0,0,0.00555,0.00325,-5.76,8.625,0.9
774,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0,3.416,6.22523E-05,0.00054,-0.0001068,0.00158,0.0073,0,-0.00434,0.0074,-0.01625,5.76,1.725,2.7
775,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,-1.708,-0.000186757,0.00135,0.0000534,0.00474,0,0,-0.00434,0.0037,0.00975,2.88,0,-3.6
776,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,0,0.000186757,-0.00027,-0.0000267,0.00632,0.00365,0,0,0.00555,0.00325,-5.76,8.625,0.9
777,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0,3.416,6.22523E-05,0.00054,-0.0001068,0.00158,0.0073,0,-0.00434,0.0074,-0.01625,5.76,1.725,2.7
778,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,-1.708,-0.000186757,0.00135,0.0000534,0.00474,0,0,-0.00434,0.0037,0.00975,2.88,0,-3.6
779,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,0,0.000186757,-0.00027,-0.0000267,0.00632,0.00365,0,0,0.00555,0.00325,-5.76,8.625,0.9
780,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0,3.416,6.22523E-05,0.00054,-0.0001068,0.00158,0.0073,0,-0.00434,0.0074,-0.01625,5.76,1.725,2.7
781,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,-1.708,-0.000186757,0.00135,0.0000534,0.00474,0,0,-0.00434,0.0037,0.00975,2.88,0,-3.6
782,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,0,0.000186757,-0.00027,-0.0000267,0.00632,0.00365,0,0,0.00555,0.00325,-5.76,8.625,0.9
783,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0,3.416,6.22523E-05,0.00054,-0.0001068,0.00158,0.0073,0,-0.00434,0.0074,-0.01625,5.76,1.725,2.7
784,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,-1.708,-0.000186757,0.00135,0.0000534,0.00474,0,0,-0.00434,0.0037,0.00975,2.88,0,-3.6
785,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,0,0.000186757,-0.00027,-0.0000267,0.00632,0.00365,0,0,0.00555,0.00325,-5.76,8.625,0.9
786,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0,3.416,6.22523E-05,0.00054,-0.0001068,0.00158,0.0073,0,-0.00434,0.0074,-0.01625,5.76,1.725,2.7
787,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,-1.708,-0.000186757,0.00135,0.0000534,0.00474,0,0,-0.00434,0.0037,0.00975,2.88,0,-3.6
788,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,0,0.000186757,-0.00027,-0.0000267,0.00632,0.00365,0,0,0.00555,0.00325,-5.76,8.625,0.9
789,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0,3.416,6.22523E-05,0.00054,-0.0001068,0.00158,0.0073,0,-0.00434,0.0074,-0.01625,5.76,1.725,2.7
790,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,-1.708,-0.000186757,0.00135,0.0000534,0.00474,0,0,-0.00434,0.0037,0.00975,2.88,0,-3.6
791,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,0,0.000186757,-0.00027,-0.0000267,0.00632,0.00365,0,0,0.00555,0.00325,-5.76,8.625,0.9
792,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0,3.416,6.22523E-05,0.00054,-0.0001068,0.00158,0.0073,0,-0.00434,0.0074,-0.01625,5.76,1.725,2.7
793,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,-1.708,-0.000186757,0.00135,0.0000534,0.00474,0,0,-0.00434,0.0037,0.00975,2.88,0,-3.6
794,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,0,0.000186757,-0.00027,-0.0000267,0.00632,0.00365,0,0,0.00555,0.00325,-5.76,8.625,0.9
795,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0,3.416,6.22523E-05,0.00054,-0.0001068,0.00158,0.0073,0,-0.00434,0.0074,-0.01625,5.76,1.725,2.7
796,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,-1.708,-0.000186757,0.00135,0.0000534,0.00474,0,0,-0.00434,0.0037,0.00975,2.88,0,-3.6
797,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,0,0.000186757,-0.00027,-0.0000267,0.00632,0.00365,0,0,0.00555,0.00325,-5.76,8.625,0.9
798,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0,3.416,6.22523E-05,0.00054,-0.0001068,0.00158,0.0073,0,-0.00434,0.0074,-0.01625,5.76,1.725,2.7
799,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,-1.708,-0.000186757,0.00135,0.0000534,0.00474,0,0,-0.00434,0.0037,0.00975,2.88,0,-3.6
800,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,0,0.000186757,-0.00027,-0.0000267,0.00632,0.00365,0,0,0.00555,0.00325,-5.76,8.625,0.9
801,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0,3.416,6.22523E-05,0.00054,-0.0001068,0.00158,0.0073,0,-0.00434,0.0074,-0.01625,5.76,1.725,2.7
802,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,-1.708,-0.000186757,0.00135,0.0000534,0.00474,0,0,-0.00434,0.0037,0.00975,2.88,0,-3.6
803,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,0,0.000186757,-0.00027,-0.0000267,0.00632,0.00365,0,0,0.00555,0.00325,-5.76,8.625,0.9
804,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0,3.416,6.22523E-05,0.00054,-0.0001068,0.00158,0.0073,0,-0.00434,0.0074,-0.01625,5.76,1.725,2.7
805,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,-1.708,-0.000186757,0.00135,0.0000534,0.00474,0,0,-0.00434,0.0037,0.00975,2.88,0,-3.6
806,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,0,0.000186757,-0.00027,-0.0000267,0.00632,0.00365,0,0,0.00555,0.00325,-5.76,8.625,0.9
807,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0,3.416,6.22523E-05,0.00054,-0.0001068,0.00158,0.0073,0,-0.00434,0.0074,-0.01625,5.76,1.725,2.7
808,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,-1.708,-0.000186757,0.00135,0.0000534,0.00474,0,0,-0.00434,0.0037,0.00975,2.88,0,-3.6
809,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,0,0.000186757,-0.00027,-0.0000267,0.00632,0.00365,0,0,0.00555,0.00325,-5.76,8.625,0.9
810,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0,3.416,6.22523E-05,0.00054,-0.0001068,0.00158,0.0073,0,-0.00434,0.0074,-0.01625,5.76,1.725,2.7
811,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,-1.708,-0.000186757,0.00135,0.0000534,0.00474,0,0,-0.00434,0.0037,0.00975,2.88,0,-3.6
812,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,0,0.000186757,-0.00027,-0.0000267,0.00632,0.00365,0,0,0.00555,0.00325,-5.76,8.625,0.9
813,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0,3.416,6.22523E-05,0.00054,-0.0001068,0.00158,0.0073,0,-0.00434,0.0074,-0.01625,5.76,1.725,2.7
814,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,-1.708,-0.000186757,0.00135,0.0000534,0.00474,0,0,-0.00434,0.0037,0.00975,2.88,0,-3.6
815,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,0,0.000186757,-0.00027,-0.0000267,0.00632,0.00365,0,0,0.00555,0.00325,-5.76,8.625,0.9
816,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0,3.416,6.22523E-05,0.00054,-0.0001068,0.00158,0.0073,0,-0.00434,0.0074,-0.01625,5.76,1.725,2.7
817,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,-1.708,-0.000186757,0.00135,0.0000534,0.00474,0,0,-0.00434,0.0037,0.00975,2.88,0,-3.6
818,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,0,0.000186757,-0.00027,-0.0000267,0.00632,0.00365,0,0,0.00555,0.00325,-5.76,8.625,0.9
819,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0,3.416,6.22523E-05,0.00054,-0.0001068,0.00158,0.0073,0,-0.00434,0.0074,-0.01625,5.76,1.725,2.7
820,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,-1.708,-0.000186757,0.00135,0.0000534,0.00474,0,0,-0.00434,0.0037,0.00975,2.88,0,-3.6
821,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,0,0.000186757,-0.00027,-0.0000267,0.00632,0.00365,0,0,0.00555,0.00325,-5.76,8.625,0.9
822,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0,3.416,6.22523E-05,0.00054,-0.0001068,0.00158,0.0073,0,-0.00434,0.0074,-0.01625,5.76,1.725,2.7
823,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,-1.708,-0.000186757,0.00135,0.0000534,0.00474,0,0,-0.00434,0.0037,0.00975,2.88,0,-3.6
824,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,0,0.000186757,-0.00027,-0.0000267,0.00632,0.00365,0,0,0.00555,0.00325,-5.76,8.625,0.9
825,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0,3.416,6.22523E-05,0.00054,-0.0001068,0.00158,0.0073,0,-0.00434,0.0074,-0.01625,5.76,1.725,2.7
826,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,-1.708,-0.000186757,0.00135,0.0000534,0.00474,0,0,-0.00434,0.0037,0.00975,2.88,0,-3.6
827,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,0,0.000186757,-0.00027,-0.0000267,0.00632,0.00365,0,0,0.00555,0.00325,-5.76,8.625,0.9
828,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0,3.416,6.22523E-05,0.00054,-0.0001068,0.00158,0.0073,0,-0.00434,0.0074,-0.01625,5.76,1.725,2.7
829,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,-1.708,-0.000186757,0.00135,0.0000534,0.00474,0,0,-0.00434,0.0037,0.00975,2.88,0,-3.6
830,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,0,0.000186757,-0.00027,-0.0000267,0.00632,0.00365,0,0,0.00555,0.00325,-5.76,8.625,0.9
831,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0,3.416,6.22523E-05,0.00054,-0.0001068,0.00158,0.0073,0,-0.00434,0.0074,-0.01625,5.76,1.725,2.7
832,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,-1.708,-0.000186757,0.00135,0.0000534,0.00474,0,0,-0.00434,0.0037,0.00975,2.88,0,-3.6
833,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,0,0.000186757,-0.00027,-0.0000267,0.00632,0.00365,0,0,0.00555,0.00325,-5.76,8.625,0.9
834,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0,3.416,6.22523E-05,0.00054,-0.0001068,0.00158,0.0073,0,-0.00434,0.0074,-0.01625,5.76,1.725,2.7
835,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,-1.708,-0.000186757,0.00135,0.0000534,0.00474,0,0,-0.00434,0.0037,0.00975,2.88,0,-3.6
836,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,0,0.000186757,-0.00027,-0.0000267,0.00632,0.00365,0,0,0.00555,0.00325,-5.76,8.625,0.9
837,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0,3.416,6.22523E-05,0.00054,-0.0001068,0.00158,0.0073,0,-0.00434,0.0074,-0.01625,5.76,1.725,2.7
838,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,-1.708,-0.000186757,0.00135,0.0000534,0.00474,0,0,-0.00434,0.0037,0.00975,2.88,0,-3.6
839,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,0,0.000186757,-0.00027,-0.0000267,0.00632,0.00365,0,0,0.00555,0.00325,-5.76,8.625,0.9
840,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0,3.416,6.22523E-05,0.00054,-0.0001068,0.00158,0.0073,0,-0.00434,0.0074,-0.01625,5.76,1.725,2.7
841,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,-1.708,-0.000186757,0.00135,0.0000534,0.00474,0,0,-0.00434,0.0037,0.00975,2.88,0,-3.6
842,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,0,0.000186757,-0.00027,-0.0000267,0.00632,0.00365,0,0,0.00555,0.00325,-5.76,8.625,0.9
843,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0,3.416,6.22523E-05,0.00054,-0.0001068,0.00158,0.0073,0,-0.00434,0.0074,-0.01625,5.76,1.725,2.7
844,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,-1.708,-0.000186757,0.00135,0.0000534,0.00474,0,0,-0.00434,0.0037,0.00975,2.88,0,-3.6
845,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,0,0.000186757,-0.00027,-0.0000267,0.00632,0.00365,0,0,0.00555,0.00325,-5.76,8.625,0.9
846,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0,3.416,6.22523E-05,0.00054,-0.0001068,0.00158,0.0073,0,-0.00434,0.0074,-0.01625,5.76,1.725,2.7
847,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,-1.708,-0.000186757,0.00135,0.0000534,0.00474,0,0,-0.00434,0.0037,0.00975,2.88,0,-3.6
848,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,0,0.000186757,-0.00027,-0.0000267,0.00632,0.00365,0,0,0.00555,0.00325,-5.76,8.625,0.9
849,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0,3.416,6.22523E-05,0.00054,-0.0001068,0.00158,0.0073,0,-0.00434,0.0074,-0.01625,5.76,1.725,2.7
850,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,-1.708,-0.000186757,0.00135,0.0000534,0.00474,0,0,-0.00434,0.0037,0.00975,2.88,0,-3.6
851,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,0,0.000186757,-0.00027,-0.0000267,0.00632,0.00365,0,0,0.00555,0.00325,-5.76,8.625,0.9
852,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0,3.416,6.22523E-05,0.00054,-0.0001068,0.00158,0.0073,0,-0.00434,0.0074,-0.01625,5.76,1.725,2.7
853,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,-1.708,-0.000186757,0.00135,0.0000534,0.00474,0,0,-0.00434,0.0037,0.00975,2.88,0,-3.6
854,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,0,0.000186757,-0.00027,-0.0000267,0.00632,0.00365,0,0,0.00555,0.00325,-5.76,8.625,0.9
855,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0,3.416,6.22523E-05,0.00054,-0.0001068,0.00158,0.0073,0,-0.00434,0.0074,-0.01625,5.76,1.725,2.7
856,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,-1.708,-0.000186757,0.00135,0.0000534,0.00474,0,0,-0.00434,0.0037,0.00975,2.88,0,-3.6
857,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,0,0.000186757,-0.00027,-0.0000267,0.00632,0.00365,0,0,0.00555,0.00325,-5.76,8.625,0.9
858,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0,3.416,6.22523E-05,0.00054,-0.0001068,0.00158,0.0073,0,-0.00434,0.0074,-0.01625,5.76,1.725,2.7
859,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,-1.708,-0.000186757,0.00135,0.0000534,0.00474,0,0,-0.00434,0.0037,0.00975,2.88,0,-3.6
860,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,0,0.000186757,-0.00027,-0.0000267,0.00632,0.00365,0,0,0.00555,0.00325,-5.76,8.625,0.9
861,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0,3.416,6.22523E-05,0.00054,-0.0001068,0.00158,0.0073,0,-0.00434,0.0074,-0.01625,5.76,1.725,2.7
862,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,-1.708,-0.000186757,0.00135,0.0000534,0.00474,0,0,-0.00434,0.0037,0.00975,2.88,0,-3.6
863,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,0,0.000186757,-0.00027,-0.0000267,0.00632,0.00365,0,0,0.00555,0.00325,-5.76,8.625,0.9
864,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0,3.416,6.22523E-05,0.00054,-0.0001068,0.00158,0.0073,0,-0.00434,0.0074,-0.01625,5.76,1.725,2.7
865,9.81,85.4,0.006225232,0.027,0.00267,0.158,0.365,0.044,0.217,0.185,0.325,144,172.5,0.2943,-1.708,-0.000186757,0.00135,0.0000534,0.00474,0,0,-0.00434,0.0037,0.00975,2.88,0,-3.6
